name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,listing_type,listed_city,high_performer
Ganesh Bhavan,0,0,4.0,76,Brookefield,Quick Bites,,South Indian,200.0,Delivery,Whitefield,0
Aditya Sweets,1,0,3.7,24,Whitefield,Sweet Shop,,"Mithai, Fast Food",200.0,Delivery,Whitefield,0
SLV Grand,1,0,3.3,65,"ITPL Main Road, Whitefield",Quick Bites,,South Indian,300.0,Delivery,Whitefield,0
Shaadi Ki Biryani,1,0,2.5,24,"Varthur Main Road, Whitefield","Takeaway, Delivery",,"Biryani, Charcoal Chicken",600.0,Delivery,Whitefield,0
Punjabi Tasty Khana,1,0,3.1,160,Brookefield,Quick Bites,"Panneer Butter Masala, Paratha, Vegetable Biryani","North Indian, Chinese, Biryani",450.0,Delivery,Whitefield,0
Roti Ghar Ki,1,0,4.0,132,Whitefield,Quick Bites,"Chole, Paratha, Rajma, Dal Makhani","North Indian, Chinese, Biryani",400.0,Delivery,Whitefield,0
Kerala Tiffin,1,0,3.9,167,Whitefield,Delivery,Appam,Kerala,300.0,Delivery,Whitefield,0
Karama Restaurant,1,0,3.6,16,"Varthur Main Road, Whitefield","Takeaway, Delivery",,Arabian,400.0,Delivery,Whitefield,0
Faasos,1,0,4.0,206,Whitefield,Quick Bites,"Cheesy Chicken Wrap, Veggie Wrap, Chicken Rice Feast, Chicken Biryani, Paratha, Paneer Wrap, Rolls","North Indian, Biryani, Fast Food",500.0,Delivery,Whitefield,1
Delhi Kitchen,1,0,2.9,145,"ITPL Main Road, Whitefield","Takeaway, Delivery",Paratha,North Indian,400.0,Delivery,Whitefield,0
Ovenstory Pizza,1,0,4.0,68,Whitefield,Delivery,"Pizza, Bruschettas",Pizza,800.0,Delivery,Whitefield,0
Behrouz Biryani,1,0,4.0,183,Whitefield,Delivery,"Raita, Gulab Jamun, Basmati Rice, Gosht Dum Biryani",Biryani,650.0,Delivery,Whitefield,0
MRA,0,0,3.8,11,Whitefield,"Takeaway, Delivery",,Bakery,200.0,Delivery,Whitefield,0
Dabba Gosht,1,0,3.2,23,"Varthur Main Road, Whitefield","Takeaway, Delivery",,"Arabian, Middle Eastern",400.0,Delivery,Whitefield,0
Basmati's Briyani Nation,0,0,3.6,17,Whitefield,"Takeaway, Delivery",,"South Indian, Biryani",350.0,Delivery,Whitefield,0
Galito's,1,1,4.6,595,Whitefield,Casual Dining,"Garlic Bread, Peri Peri Chicken, Burgers, Chicken Grill, Chicken Wings, Peri Fries, Mocktails","African, Burger, Desserts, Beverages, Fast Food",1000.0,Delivery,Whitefield,1
Andhra Ruchi's Restaurant,1,0,3.1,72,Whitefield,Delivery,,"Andhra, North Indian, Biryani",500.0,Delivery,Whitefield,0
Udupi Cafe,1,0,3.6,12,Whitefield,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Whitefield,0
Mojo Pizza - 2X Toppings,1,0,4.2,166,Whitefield,"Takeaway, Delivery","Garlic Bread, Pepperoni, Chicken Wings, Chicken Pizza, Veggie Pizza, House Pizza",Pizza,600.0,Delivery,Whitefield,0
Imperia Restaurant,1,0,2.5,129,Whitefield,Casual Dining,"Chicken Grill, Biryani","North Indian, Chinese, Arabian, Biryani, Fast Food",500.0,Delivery,Whitefield,0
Juice Shop,1,0,3.6,9,Whitefield,"Takeaway, Delivery",,"Juices, Beverages, Ice Cream",150.0,Delivery,Whitefield,0
Not Just Waffles,1,0,4.2,125,Brookefield,Dessert Parlor,"Waffles, Chocolate Bomb, Brownie Delight","Desserts, Ice Cream",400.0,Delivery,Whitefield,0
The Delhiwala's Kitchen-Pure Veg,1,0,3.7,20,Brookefield,Quick Bites,,North Indian,200.0,Delivery,Whitefield,0
Cakesta,1,0,4.1,126,"ITPL Main Road, Whitefield",Bakery,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry","Bakery, Desserts",500.0,Delivery,Whitefield,0
Thalassery Restaurant,1,0,2.9,550,Whitefield,Casual Dining,"Kadala Curry, Appam, Shawarma Roll, Mutton Stew, Tea, Thalassery Biryani, Chicken Fry","Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500.0,Delivery,Whitefield,0
Litti House,1,0,3.9,200,Brookefield,Quick Bites,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti","North Indian, Bihari, Rajasthani",300.0,Delivery,Whitefield,0
Ginger & Garlic,1,0,3.6,92,Brookefield,Quick Bites,"Biryani, Chicken Curry","South Indian, North Indian, Chinese",350.0,Delivery,Whitefield,0
Firangi Bake,1,0,4.1,82,Whitefield,Delivery,"Biryani, Meatballs","Mexican, Italian",600.0,Delivery,Whitefield,0
Dunkin' Donuts,1,0,4.0,186,Brookefield,"Quick Bites, Dessert Parlor","Donut, Burgers, Eclair, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550.0,Delivery,Whitefield,0
Dehati Murgee,1,0,4.0,155,Whitefield,Quick Bites,"Laccha Paratha, Murgh Lababdar, Biryani, Mutton Bhuna Gosht, Litti, Bhuna Chicken","North Indian, Mughlai",600.0,Delivery,Whitefield,0
Ji Hazoor,1,1,4.0,2852,Whitefield,"Casual Dining, Bar","Chicken Salad, Mocktails, Mutton Curry, Chicken Dum Biryani, Egg Masala, Egg Salad, Karela Salad","Mughlai, North Indian, Biryani, Afghan",1100.0,Delivery,Whitefield,1
Bloomsbury's Global Kitchen & Bakehouse,1,1,4.5,755,Whitefield,"Cafe, Dessert Parlor","Pizza, Cheesecake, Burgers, Pasta, Waffles, Veg Burger, Chocolate Cake","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",900.0,Delivery,Whitefield,1
Chandrika Tiffins,1,0,4.0,87,Whitefield,"Takeaway, Delivery","Paratha, Dabeli","North Indian, Street Food",300.0,Delivery,Whitefield,0
New Udupi Delicacy,1,0,3.9,91,Whitefield,Quick Bites,"Filter Coffee, Plain Dosa","South Indian, North Indian, Chinese",250.0,Delivery,Whitefield,0
U.P. Dhaba,1,0,2.8,514,Whitefield,Quick Bites,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature","North Indian, Chinese",350.0,Delivery,Whitefield,0
Tastybites.com,1,0,3.7,82,Brookefield,Quick Bites,"Sandwiches, Chaat, Panipuri, Sandwich","Fast Food, Sandwich, South Indian",150.0,Delivery,Whitefield,0
Palak Ande Ka Funda,1,0,3.2,92,Brookefield,Quick Bites,,North Indian,300.0,Delivery,Whitefield,0
Sri Lakshmi Vaibhav,1,0,4.0,159,Whitefield,Casual Dining,,"South Indian, North Indian, Chinese",500.0,Delivery,Whitefield,0
Simhapuri Kitchen,1,1,3.9,513,Brookefield,Casual Dining,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken","Andhra, Biryani, Chinese, South Indian",800.0,Delivery,Whitefield,0
Slurpy Shakes,1,0,3.7,11,Whitefield,Beverage Shop,,Beverages,300.0,Delivery,Whitefield,0
S'Mack,1,0,3.7,15,Whitefield,Quick Bites,,"Rolls, Sandwich",300.0,Delivery,Whitefield,0
AutoExpress - Hot Dogs,1,0,3.5,14,Whitefield,"Takeaway, Delivery",,Fast Food,300.0,Delivery,Whitefield,0
Fujian Express,1,0,3.7,38,"Varthur Main Road, Whitefield","Takeaway, Delivery",,"Chinese, Thai",200.0,Delivery,Whitefield,0
KBC - Kebab Biryani Curry,1,0,3.4,38,KR Puram,Quick Bites,,"North Indian, Chinese, Kebab, Biryani",400.0,Delivery,Whitefield,0
Beijing Bites,1,0,3.4,25,"Varthur Main Road, Whitefield","Takeaway, Delivery",,"Chinese, Thai, Momos",400.0,Delivery,Whitefield,0
Real Fresh Dosa Corner,0,0,4.2,267,Brookefield,Quick Bites,"Plain Dosa, Palak Dosa, Mushroom Dosa",South Indian,200.0,Delivery,Whitefield,1
Cold Stone Creamery,1,0,4.3,512,Whitefield,Dessert Parlor,"Chocolate Devotion, Pomegranate Sorbet, Waffles, Brownie, Apple Pie, Cheesecake Ice Cream, Coffee","Ice Cream, Desserts",400.0,Delivery,Whitefield,1
Lenny's- Burgers and more,1,0,3.9,38,Whitefield,Quick Bites,"Burgers, Club Chicken Sandwich, Fries, Lamb Burger, Cheese Sandwich, Chicken Bbq Burger","Fast Food, Burger, Beverages, Rolls, Sandwich",400.0,Delivery,Whitefield,0
Arogya Thaana,1,0,3.8,72,Whitefield,Beverage Shop,"Sandwiches, Oreo Shake, Burgers","Beverages, Sandwich",200.0,Delivery,Whitefield,0
Koylas,1,0,3.0,11,Brookefield,Quick Bites,,"Kebab, Mughlai, Biryani",400.0,Delivery,Whitefield,0
Mani's Dum Biryani,1,0,4.0,438,Whitefield,Casual Dining,"Raita, Kebab Biryani, Dum Biryani, Chicken Kebab, Fish Biryani, Paneer Biryani, Mutton Biryani","Biryani, Andhra",750.0,Delivery,Whitefield,1
Biryani Kitchen,1,0,4.3,634,Whitefield,Food Court,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani",Biryani,450.0,Delivery,Whitefield,1
Goli Vada Pav No. 1,1,0,3.7,188,Brookefield,Quick Bites,"Sabudana Vada, Kulfi, Schezwan Vada Pav, Ginger Tea",Street Food,200.0,Delivery,Whitefield,0
Boondock Bistro,1,1,3.9,1636,Whitefield,"Casual Dining, Cafe","Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta","Steak, Continental, American, Italian, Salad, Cafe",900.0,Delivery,Whitefield,0
Erivum Puliyum,1,0,3.9,60,Brookefield,Quick Bites,,"Kerala, South Indian, Seafood",500.0,Delivery,Whitefield,0
Chaat Bazaar,1,0,3.7,35,Whitefield,Quick Bites,,Street Food,300.0,Delivery,Whitefield,0
Andhra Kafe,1,0,3.8,247,Whitefield,Casual Dining,"Biryani, Thali, Lemon Tea, Lassi, Coffee, Masala Paneer, Roti","Andhra, South Indian, North Indian, Biryani",550.0,Delivery,Whitefield,0
Hodge Podge,1,0,3.6,10,Whitefield,"Quick Bites, Cafe",,"Desserts, Cafe",300.0,Delivery,Whitefield,0
Spellbound,1,0,3.3,11,Whitefield,Quick Bites,,"Street Food, Burger, Beverages, Fast Food, Sandwich, Finger Food",400.0,Delivery,Whitefield,0
Subway,1,0,3.4,141,"ITPL Main Road, Whitefield","Quick Bites, Food Court","Sandwich, Sandwiches, Salad, Salads, Chicken Teriyaki Sub","Healthy Food, Sandwich, Salad",500.0,Delivery,Whitefield,0
Desi Khana,1,0,3.4,243,"Varthur Main Road, Whitefield",Quick Bites,"Rajma, Dal Makhani, Paneer Thali",North Indian,300.0,Delivery,Whitefield,0
McDonald's,1,0,3.0,404,Brookefield,Quick Bites,"Burgers, Mcmuffin, French Fries, Waffles, Pancakes, Mc Veggie, Coffee","Burger, Fast Food",500.0,Delivery,Whitefield,0
Cupcake Bliss,1,0,3.5,4,East Bangalore,Bakery,,Bakery,250.0,Delivery,Whitefield,0
Chai Point,1,0,3.9,131,Brookefield,"Beverage Shop, Quick Bites","Poha, Samosa, Ginger Chai, Ginger Tea, Banana Cake, Cake Rusk, Coffee","Fast Food, Beverages",250.0,Delivery,Whitefield,0
Glen's Bakehouse,1,1,4.2,815,Whitefield,"Bakery, Cafe","Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate","Bakery, Cafe, Italian, Desserts",600.0,Delivery,Whitefield,1
Daily Sushi,1,0,3.8,63,Whitefield,Casual Dining,"Ramen, Noodles, Salmon Sushi","Korean, Sushi",900.0,Delivery,Whitefield,0
Lassi Shop,1,0,3.9,73,Whitefield,Beverage Shop,,"Beverages, Ice Cream",200.0,Delivery,Whitefield,0
Brooks 37,1,1,4.1,276,Brookefield,"Casual Dining, Bar","Pizza, Fish, Galauti Kebab, Jalapeno Cheeseballs, Lamb, Long Island Iced Tea, Cocktails","North Indian, Continental, Asian, Pizza",1000.0,Delivery,Whitefield,1
Sweet Truth,1,0,3.8,25,Whitefield,Delivery,,"Bakery, Desserts",500.0,Delivery,Whitefield,0
Red Rhino,1,1,4.4,1980,Whitefield,"Microbrewery, Pub","Beer, Margarita, Long Island Iced Tea, Cocktails, Pizza, Churros, Mocktails","Continental, Mediterranean, South Indian, North Indian, Asian",1700.0,Delivery,Whitefield,1
One For The Road,1,1,4.1,137,Whitefield,Bar,"Cocktails, Pasta, Fish","Continental, North Indian, Finger Food",1200.0,Delivery,Whitefield,0
Biryani Factory,1,0,2.9,17,Whitefield,Delivery,,Biryani,400.0,Delivery,Whitefield,0
Bombay Sandwich Company,1,0,3.4,42,Whitefield,Delivery,,"Sandwich, Beverages",400.0,Delivery,Whitefield,0
Punjab Grill,1,0,4.8,650,Whitefield,Casual Dining,"Kulfi, Lunch Buffet, Murgh Lababdar, Kadhai Paneer, Dahi Kebab, Lassi, Butter Chicken",North Indian,2000.0,Delivery,Whitefield,1
Khan Saheb Grills and Rolls,1,0,3.8,305,Whitefield,Quick Bites,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti","Fast Food, Rolls",400.0,Delivery,Whitefield,0
Spicy Onion,1,0,3.6,30,Whitefield,Casual Dining,,"North Indian, Chinese",400.0,Delivery,Whitefield,0
nu.tree,1,0,4.3,185,Whitefield,"Quick Bites, Beverage Shop","Healthy Breakfast, Kadhi, Sprout Salad, Rajma Chawal, Salads, Onion Paratha, Dal Makhani","North Indian, Healthy Food, Beverages",400.0,Delivery,Whitefield,0
WOW! Momo,1,0,2.9,46,Whitefield,"Food Court, Quick Bites","Chocolate Momos, Fried Momo","Tibetan, Momos",400.0,Delivery,Whitefield,0
Chili's American Grill & Bar,1,0,4.6,4955,Whitefield,Casual Dining,"Tex Mex, Burgers, Chaap, Cocktails, Chaat, Mushroom Soup, Pork Ribs","American, Tex-Mex, Burger, BBQ, Mexican",1400.0,Delivery,Whitefield,1
Chef Baker's,1,0,4.0,544,Brookefield,Bakery,"Burgers, Salads, Pizza, Sandwiches, Pesto Pasta, Pasta Alfredo, Chocolate Brownie Bowl",Bakery,450.0,Delivery,Whitefield,1
Gowri Gajanand Sweets,1,0,4.0,67,Brookefield,Sweet Shop,,"Mithai, Street Food",300.0,Delivery,Whitefield,0
Krispy Kreme,1,0,4.0,130,Whitefield,Dessert Parlor,"Donut, Filter Coffee, Chocolate Doughnut, Custard","Desserts, Beverages",300.0,Delivery,Whitefield,0
Sree Krishna Kafe,1,0,3.7,55,Whitefield,Quick Bites,,South Indian,200.0,Delivery,Whitefield,0
Hyderabad Biryani,1,0,3.2,145,Whitefield,Casual Dining,"Hyderabadi Biryani, Mutton Biryani","North Indian, Chinese, Biryani",600.0,Delivery,Whitefield,0
Biriyani Section,1,0,3.7,28,Whitefield,Quick Bites,,"Biryani, North Indian",300.0,Delivery,Whitefield,0
Techies Kitchen,1,0,3.5,197,"ITPL Main Road, Whitefield",Delivery,"Chicken Biryani, Aloo Paratha","Biryani, North Indian",400.0,Delivery,Whitefield,0
Mugs N Burgers,1,1,4.0,139,Brookefield,Cafe,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Coffee","Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",600.0,Delivery,Whitefield,0
Stoner,1,0,4.3,549,Whitefield,"Dessert Parlor, Cafe","Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Delivery,Whitefield,1
Cafe Coffee Day,1,0,3.6,45,Whitefield,Cafe,"Sandwiches, Brownie",Cafe,650.0,Delivery,Whitefield,0
The Early bell,1,0,3.9,197,Whitefield,Quick Bites,"Sandwich, Paratha, Poha, Sandwiches, Idli Vada, Tea, Roti","North Indian, Chinese",300.0,Delivery,Whitefield,0
Healthie,1,0,3.9,121,Whitefield,Delivery,"Sandwiches, Rice Bowl, Chicken Grill","Healthy Food, Beverages",600.0,Delivery,Whitefield,0
Estaa Sweets,1,0,3.5,8,Whitefield,Sweet Shop,,Mithai,300.0,Delivery,Whitefield,0
Hottey Smokey,1,0,3.8,83,"ITPL Main Road, Whitefield",Food Court,"Chicken Shashlik, Pasta, Veg Sizzler","Continental, Fast Food",500.0,Delivery,Whitefield,0
Combo Biriyani,1,0,2.9,9,Whitefield,Delivery,,Biryani,400.0,Delivery,Whitefield,0
Artinci Artisanal Ice Cream,1,0,4.0,58,Whitefield,Dessert Parlor,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams","Desserts, Ice Cream",300.0,Delivery,Whitefield,0
Eatzgreen,1,0,3.8,61,Marathahalli,Quick Bites,"Paratha, Thali","Healthy Food, South Indian, Fast Food, North Indian, Beverages",500.0,Delivery,Whitefield,0
Lassi Corner,1,0,3.3,16,Whitefield,Beverage Shop,,"Beverages, Desserts",200.0,Delivery,Whitefield,0
Bobacha,1,0,4.1,82,Whitefield,Beverage Shop,"Waffles, Fruit Tea, Pearl Milk Tea","Beverages, Bubble Tea, Tea",300.0,Delivery,Whitefield,0
Nagas,1,0,2.9,9,Whitefield,"Takeaway, Delivery",,"Andhra, Hyderabadi, North Indian",300.0,Delivery,Whitefield,0
Abhiruchi Andhra Mess,1,0,3.1,61,Whitefield,Mess,Chicken Biryani,"Andhra, Biryani, South Indian",300.0,Delivery,Whitefield,0
Mad Over Donuts,1,0,4.2,372,Whitefield,Food Court,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate","Bakery, Desserts, Beverages",450.0,Delivery,Whitefield,1
Bowl N Biryani,1,0,3.3,24,"ITPL Main Road, Whitefield",Quick Bites,,"Biryani, North Indian, Chinese",500.0,Delivery,Whitefield,0
Kolkata Biryani Center,1,0,3.8,40,Whitefield,Quick Bites,,Biryani,250.0,Delivery,Whitefield,0
Pita Pit,1,0,3.9,34,Whitefield,Quick Bites,,"Healthy Food, Salad, Mexican, Beverages",500.0,Delivery,Whitefield,0
Nasi And Mee,1,1,4.4,907,Whitefield,Casual Dining,"Noodles, Dumplings, Jumbo Prawns, Nasi Goreng, Papaya Salad, Sushi, Momos","Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000.0,Delivery,Whitefield,1
Tandoor Box,1,0,3.5,69,Brookefield,Casual Dining,"Dal Makhani, Butter Chicken, Tandoori Momos","Mughlai, North Indian, Biryani",850.0,Delivery,Whitefield,0
You Mee,1,0,4.7,277,Whitefield,Casual Dining,"Ramen, Sushi Platter, Sushi Bar, Pork Dumplings, Maki Roll, Japanese Green Tea, Thai Red Curry","Sushi, Japanese, Chinese, Thai",2000.0,Delivery,Whitefield,1
Chef Delicacies,1,0,2.7,6,"Varthur Main Road, Whitefield","Takeaway, Delivery",,"Kebab, Rolls, Charcoal Chicken",400.0,Delivery,Whitefield,0
Rishitha Restaurant,1,0,3.8,90,Whitefield,Quick Bites,,"North Indian, Andhra",500.0,Delivery,Whitefield,0
KA53,1,0,3.9,45,Whitefield,Delivery,"Paneer Pasanda, Panneer Butter Masala, Murgh Platter, Veg Platter, Jeera Rice","North Indian, Chinese",300.0,Delivery,Whitefield,0
Smoor,1,0,4.4,390,Whitefield,"Dessert Parlor, Cafe","Cheesecake, Chocolate Sundae, Gooey Chocolate Cake, Cup Cake, Coffee, Rainbow Cake, Hot Chocolate","Desserts, Cafe, Continental",700.0,Delivery,Whitefield,1
Biryani Express,1,0,3.7,71,Whitefield,Casual Dining,,"Biryani, North Indian",600.0,Delivery,Whitefield,0
The Grilled & Fried,1,0,3.3,130,Whitefield,Quick Bites,"Potato Fries, Chicken Curry",Fast Food,300.0,Delivery,Whitefield,0
YumYumDilli,1,0,3.4,35,Whitefield,Delivery,,North Indian,500.0,Delivery,Whitefield,0
The Egg Factory,1,0,4.0,742,Whitefield,Casual Dining,"French Toast, Pasta, Egg Pav Bhaji, Khau Suey, Shakshouka, Chicken Burger, Omelette","Continental, American",750.0,Delivery,Whitefield,1
New Rajalakshmi Sweets,1,0,3.3,6,Whitefield,Sweet Shop,,Mithai,300.0,Delivery,Whitefield,0
Ooh La La,1,0,3.7,130,Whitefield,Delivery,Paneer Manchurian,"North Indian, Biryani",500.0,Delivery,Whitefield,0
Keventers,1,0,2.9,79,Whitefield,Food Court,"Thick Shakes, Rasmalai, Milk Shake","Beverages, Desserts, Ice Cream",400.0,Delivery,Whitefield,0
Shan-e-Punjabi Express,1,0,3.1,76,Whitefield,Quick Bites,Chicken Biryani,North Indian,400.0,Delivery,Whitefield,0
Cake Dilim,1,0,3.7,71,Brookefield,Bakery,,"Bakery, Desserts",400.0,Delivery,Whitefield,0
The Litti Company,1,0,3.5,26,Whitefield,"Takeaway, Delivery",,Bihari,400.0,Delivery,Whitefield,0
Raapchick,1,0,3.6,49,Brookefield,Quick Bites,Burgers,"Fast Food, Burger",300.0,Delivery,Whitefield,0
Reddy's Restaurant,1,0,3.1,35,Whitefield,Quick Bites,,"Andhra, Biryani, North Indian",400.0,Delivery,Whitefield,0
Masala Chai,1,0,4.1,196,Whitefield,"Beverage Shop, Quick Bites","Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich","Beverages, Fast Food, Tea",250.0,Delivery,Whitefield,0
Petuk,1,0,3.7,78,Whitefield,Quick Bites,"Biryani, Fish, Mughlai Paratha","Bengali, North Indian, Chinese, Biryani",400.0,Delivery,Whitefield,0
Chai Galli,1,0,4.1,826,Brookefield,Cafe,"Tea, Chai, Nachos, Poha, Veg Sandwich, Bombay Sandwich, Sandwiches","Cafe, Street Food",300.0,Delivery,Whitefield,1
Ramdev Sagar,1,0,3.9,45,Brookefield,Quick Bites,,"South Indian, Chinese, Street Food",250.0,Delivery,Whitefield,0
Andal Mess,1,0,3.6,24,Whitefield,Quick Bites,,"South Indian, North Indian",300.0,Delivery,Whitefield,0
Little Onnion,1,0,3.8,133,"ITPL Main Road, Whitefield",Casual Dining,"Vegetable Biryani, Dum Biryani, Kheer","Biryani, Andhra",500.0,Delivery,Whitefield,0
Chatpata India,1,0,3.9,104,Whitefield,Food Court,"Chaat, Raj Kachori",North Indian,400.0,Delivery,Whitefield,0
Toscano,1,1,4.2,1038,Whitefield,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Wine","Italian, Salad",1500.0,Delivery,Whitefield,1
Happy Endings,1,0,4.1,180,"ITPL Main Road, Whitefield","Bakery, Dessert Parlor","Brownie, Blueberry Cheesecake, Chocolate Truffle, Blueberry Shake, Tiramisu, German Chocolate, Thick Shakes","Bakery, Desserts",300.0,Delivery,Whitefield,0
Shake It Off,1,0,4.0,55,Brookefield,Beverage Shop,,"Beverages, Fast Food",600.0,Delivery,Whitefield,0
Biggies Burger 'n' More,1,0,4.0,298,Brookefield,Quick Bites,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger","Cafe, Burger, Fast Food",400.0,Delivery,Whitefield,1
Chikpet Donne Biriyani House,1,0,3.3,20,Whitefield,Food Court,,"Biryani, Kebab",400.0,Delivery,Whitefield,0
Thalis Of India,1,0,3.3,19,Whitefield,Delivery,,"South Indian, North Indian, Beverages",500.0,Delivery,Whitefield,0
Best In Klass,1,0,3.2,47,Whitefield,Quick Bites,,South Indian,200.0,Delivery,Whitefield,0
Hunger Stop,1,0,3.7,102,Whitefield,Quick Bites,,"North Indian, Chinese, Fast Food",300.0,Delivery,Whitefield,0
Rayalaseema Foods,1,0,3.3,9,Whitefield,Quick Bites,,"Andhra, Hyderabadi, Biryani",400.0,Delivery,Whitefield,0
Hotel Uttam Sagar,1,0,3.6,7,Whitefield,Quick Bites,,North Indian,400.0,Delivery,Whitefield,0
Nikhil's Food Court,1,0,3.5,13,Brookefield,Quick Bites,,"South Indian, North Indian, Chinese, Fast Food",300.0,Delivery,Whitefield,0
Chefactory Gold by Flechazo,1,0,3.7,354,Whitefield,Casual Dining,"Chicken Tikka Biryani, Hyderabadi Chicken Dum Biryani, Raita, Paneer Tikka, Sandwich, Chicken Malai Tikka, Grilled Mushrooms","North Indian, Biryani",700.0,Delivery,Whitefield,0
Domino's Pizza,1,0,3.0,304,"ITPL Main Road, Whitefield",Quick Bites,Pizza,"Pizza, Fast Food",400.0,Delivery,Whitefield,0
Chaai Resto,1,0,3.5,8,Brookefield,Cafe,,"Cafe, Rolls, Fast Food",200.0,Delivery,Whitefield,0
Nagas,1,0,3.4,96,Whitefield,Food Court,"Biryani, Chilli Chicken","Andhra, South Indian, Hyderabadi",500.0,Delivery,Whitefield,0
Punjab Bistro,1,1,4.2,84,Whitefield,Casual Dining,"Paan Shot, Butter Chicken, Paratha, Veg Platter, Dal Makhani, Aam Panna, Multani Paneer Tikka",North Indian,1500.0,Delivery,Whitefield,0
Urban Grills Restaurant,0,0,3.5,45,Whitefield,Casual Dining,,"Arabian, North Indian, Biryani",700.0,Delivery,Whitefield,0
Cookie Man,1,0,3.0,14,Whitefield,Dessert Parlor,,Bakery,150.0,Delivery,Whitefield,0
New Punjabi Tasty Khana,1,0,3.0,176,Whitefield,Quick Bites,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani","North Indian, Biryani, Chinese",400.0,Delivery,Whitefield,0
Enchanted Garden,1,1,4.3,476,Whitefield,"Casual Dining, Cafe","Mocktails, Burgers, Pavbhaji Pizza, Paneer Tikka, Sandwiches, Pasta, Salad","North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1400.0,Delivery,Whitefield,1
Meat And Eat,1,0,3.4,28,Whitefield,Quick Bites,,"Fast Food, Burger",500.0,Delivery,Whitefield,0
Online Cake and Flower.com,1,0,3.2,6,Whitefield,Bakery,,"Bakery, Desserts",500.0,Delivery,Whitefield,0
Frozen Bottle,1,0,3.8,73,Brookefield,Beverage Shop,Cake Jar,"Beverages, Desserts",400.0,Delivery,Whitefield,0
Aryan's Kitchen,1,0,3.1,97,Whitefield,Quick Bites,"Chaat, Burgers","North Indian, Fast Food",500.0,Delivery,Whitefield,0
InnerChef,1,0,3.7,176,Whitefield,Delivery,"Salads, Butter Chicken Roll, Chocolate Cake, Dal Makhani, Brownie, Paratha, Pasta","North Indian, Continental",500.0,Delivery,Whitefield,0
Shizusan Shophouse & Bar,1,1,4.4,1313,Whitefield,"Casual Dining, Bar","California Roll, Cocktails, Mocktails, Maki Roll, Noodles, Veg Sushi, Momos","Asian, Japanese, Vietnamese, Korean, Chinese, Thai",1800.0,Delivery,Whitefield,1
The Duke Of Juices,1,0,3.7,26,Whitefield,"Food Court, Beverage Shop",,Beverages,200.0,Delivery,Whitefield,0
Thanco's Natural Ice Cream,1,0,3.7,69,Whitefield,Dessert Parlor,Tender Coconut Ice Cream,"Ice Cream, Desserts",450.0,Delivery,Whitefield,0
Tall Blonde French,1,0,3.6,83,Brookefield,Quick Bites,"French Fries, Peri Peri Fries",Fast Food,400.0,Delivery,Whitefield,0
Whitefield Social,1,0,4.1,2773,Whitefield,Pub,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma","American, North Indian, Chinese, Finger Food, Momos",1500.0,Delivery,Whitefield,1
Premium Bombay Kulfi,1,0,3.2,4,Whitefield,Kiosk,,Ice Cream,150.0,Delivery,Whitefield,0
Kreme Delight,1,0,3.4,21,Whitefield,Bakery,,"Bakery, Desserts",300.0,Delivery,Whitefield,0
